CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50007933,CARIDAD RESTAURANT,Bronx,1594,WESTCHESTER AVENUE,10472,9174737700,Latin American,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,9/11/21,Cycle Inspection / Initial Inspection,40.82913997,-73.87577555,209,18,4800,2023991,2037430045,BX55
40609677,BURGER KING,Staten Island,20,WILLOW BROOK ROAD,10302,7188159700,Hamburgers,9/9/21,Establishment re-opened by DOHMH.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,Z,9/9/21,9/11/21,Cycle Inspection / Reopening Inspection,40.62441743,-74.14409803,501,50,25100,5029202,5014760068,SI28
41692734,RICHARD'S DINER,Brooklyn,9606,AVENUE L,11236,3474687180,Caribbean,9/9/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.63831363,-73.89582679,318,46,101000,3232788,3082610038,BK50
50073073,WILD GINGER VEGAN BJQ,Brooklyn,182,NORTH   10 STREET,11211,7182188828,Vegan,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,,,9/11/21,Cycle Inspection / Initial Inspection,40.71902944,-73.9552238,301,33,51700,3399887,3023050017,BK73
50015385,PIZZA D'AMORE,Brooklyn,3003,AVENUE U,11229,9293339553,Pizza,9/9/21,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,13,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.60076582,-73.93884288,315,46,56800,3199145,3073380048,BK44
50074377,ZEST SUSHI,Manhattan,249,BROOME STREET,10002,9179152802,Japanese,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.71798374,-73.98981982,103,1,1800,1005275,1004080011,MN27
50037168,MISTER PIZZA,Bronx,155,EAST  149 STREET,10451,6463712210,Pizza,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,37,,,9/11/21,Cycle Inspection / Initial Inspection,40.81866379,-73.92770557,204,8,6300,2001059,2023470033,BX63
50063046,SUSHI K BAR,Brooklyn,888,BEDFORD AVENUE,11205,7188715227,Thai,9/9/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.69422528,-73.95608436,303,33,23500,3054997,3019140028,BK69
41273144,LA COLOMBE TORREFACTION,Manhattan,319,CHURCH STREET,10013,2123431515,Coffee/Tea,9/9/21,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.71994388,-74.00397551,101,1,3300,1002299,1001940022,MN24
50096067,TACO MIX,Manhattan,158,DELANCEY STREET,10002,9173883977,Tex-Mex,9/9/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.7178818,-73.98622322,103,1,1402,1004189,1003480033,MN28
41406223,DAMAS FALAFEL HOUSE,Brooklyn,407,MYRTLE AVENUE,11205,7188526677,Middle Eastern,9/9/21,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,12,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.69312898,-73.96951776,302,35,18700,3054296,3018870100,BK68
50074699,SUBWAY,Brooklyn,400,MYRTLE AVENUE,11205,7187974394,Sandwiches,9/9/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,21,,,9/11/21,Cycle Inspection / Initial Inspection,40.69312362,-73.96998655,302,35,18300,3058400,3020750032,BK68
50088595,MILKCRATE,Brooklyn,1278,49 STREET,11219,3472320256,Coffee/Tea,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.63539915,-73.99276887,312,44,22000,3137725,3056410037,BK88
50008585,PHO 32,Queens,45-34,BELL BOULEVARD,11361,7187674960,Southeast Asian,9/9/21,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,12,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.75931803,-73.76881757,411,19,144700,4156902,4073140029,QN46
50066345,TINA'S PLACE,Brooklyn,1002,FLUSHING AVENUE,11206,7184976890,American,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,31,,,9/11/21,Cycle Inspection / Initial Inspection,40.7037237,-73.93123539,304,34,42500,3071854,3031480032,BK78
50036924,ABUMI SUSHI,Manhattan,207,EAST   26 STREET,10010,2125328783,Japanese,9/9/21,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,52,,,9/11/21,Cycle Inspection / Initial Inspection,40.74055013,-73.98132517,106,2,6600,1019865,1009070101,MN20
40812973,LUNELLA RISTORANTE,Manhattan,173,MULBERRY STREET,10013,2129666639,Italian,9/9/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,34,,,9/11/21,Cycle Inspection / Initial Inspection,40.720158,-73.99698048,102,1,4100,1006964,1004710016,MN24
50002504,CASELLA BAGEL COFFEE SHOP,Brooklyn,66,WILLOUGHBY STREET,11201,7185225641,American,9/9/21,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,32,,,9/11/21,Cycle Inspection / Initial Inspection,40.69217152,-73.98605907,302,33,1100,3000408,3001520026,BK38
50015252,BANGLA GARDEN RESTAURANT,Bronx,1864,WESTCHESTER AVENUE,10472,9178222207,Bangladeshi,9/9/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,36,,,9/11/21,Cycle Inspection / Initial Inspection,40.83275169,-73.86337022,209,18,7200,2024869,2037670051,BX55
41529577,CHECKERS,Queens,120-06,LIBERTY AVENUE,11419,7188484400,Hamburgers,9/9/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.68664783,-73.82306651,410,28,16600,4204290,4095740003,QN55
50036053,ASADERO LA FOGATA,Queens,10840,CORONA AVE,11368,3476146034,Latin American,9/9/21,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,35,,,9/11/21,Cycle Inspection / Initial Inspection,40.74253126,-73.85416592,404,21,43900,4047913,4019440205,QN25
41617345,DUNKIN,Bronx,2400,WESTCHESTER AVENUE,10461,7182396958,Donuts,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,26,,,9/11/21,Cycle Inspection / Initial Inspection,40.83688873,-73.84653893,210,18,9600,2027235,2038460001,BX59
50071214,BEST CARIBBEAN RESTAURANT & GRILL,Queens,9102,ROCKAWAY BEACH BLVD,11693,3477277134,Caribbean,9/9/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,25,,,9/11/21,Cycle Inspection / Initial Inspection,40.5867272,-73.81477789,414,32,94202,4303565,4161250105,QN12
50002504,CASELLA BAGEL COFFEE SHOP,Brooklyn,66,WILLOUGHBY STREET,11201,7185225641,American,9/9/21,Violations were cited in the following area(s).,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Critical,32,,,9/11/21,Cycle Inspection / Initial Inspection,40.69217152,-73.98605907,302,33,1100,3000408,3001520026,BK38
50080573,MIZU SUSHI,Brooklyn,311,BEDFORD AVENUE,11211,7187826666,Japanese,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.71335296,-73.96201274,301,34,55100,3321274,3024060001,BK73
50036053,ASADERO LA FOGATA,Queens,10840,CORONA AVE,11368,3476146034,Latin American,9/9/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,35,,,9/11/21,Cycle Inspection / Initial Inspection,40.74253126,-73.85416592,404,21,43900,4047913,4019440205,QN25
50106074,TANDOORI HUT,Queens,11908,94TH AVE,11419,9179433241,Indian,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,,,9/11/21,Pre-permit (Operational) / Compliance Inspection,40.69374726,-73.82761295,409,28,14800,4199132,4094370004,QN54
50037168,MISTER PIZZA,Bronx,155,EAST  149 STREET,10451,6463712210,Pizza,9/9/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,37,,,9/11/21,Cycle Inspection / Initial Inspection,40.81866379,-73.92770557,204,8,6300,2001059,2023470033,BX63
41692734,RICHARD'S DINER,Brooklyn,9606,AVENUE L,11236,3474687180,Caribbean,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.63831363,-73.89582679,318,46,101000,3232788,3082610038,BK50
40598933,MARIO'S PIZZERIA,Brooklyn,224,DEKALB AVENUE,11205,7182609520,Pizza,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,53,,,9/11/21,Cycle Inspection / Initial Inspection,40.68950338,-73.9704245,302,35,18100,3059083,3021040030,BK68
50087359,EGYPT FETEER FACTORY,Queens,3091,STEINWAY ST,11103,6464270856,Middle Eastern,9/9/21,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,66,,,9/11/21,Cycle Inspection / Initial Inspection,40.76184268,-73.91664562,401,22,14900,4011227,4006800009,QN70
50066345,TINA'S PLACE,Brooklyn,1002,FLUSHING AVENUE,11206,7184976890,American,9/9/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,31,,,9/11/21,Cycle Inspection / Initial Inspection,40.7037237,-73.93123539,304,34,42500,3071854,3031480032,BK78
50098557,BLUE BOTTLE COFFEE,Manhattan,396,BROADWAY,10013,5109883192,Coffee/Tea,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.71848096,-74.00264427,101,1,3100,1002323,1001950007,MN24
50088158,XIANG HOTPOT,Brooklyn,5816,FORT HAMILTON PARKWAY,11219,7188515888,Chinese,9/9/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,,,9/11/21,Cycle Inspection / Initial Inspection,40.63393358,-74.00430183,312,38,11600,3140591,3057017501,BK88
50073013,OSHI'S CAFE,Brooklyn,2913,QUENTIN ROAD,11229,3477027694,Jewish/Kosher,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.60979891,-73.94420452,315,48,64200,3182788,3067920041,BK44
50106074,TANDOORI HUT,Queens,11908,94TH AVE,11419,9179433241,Indian,9/9/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,,,9/11/21,Pre-permit (Operational) / Compliance Inspection,40.69374726,-73.82761295,409,28,14800,4199132,4094370004,QN54
50063046,SUSHI K BAR,Brooklyn,888,BEDFORD AVENUE,11205,7188715227,Thai,9/9/21,Violations were cited in the following area(s).,02F,"Meat, fish or molluscan shellfish served raw or undercooked without prior notification to customer.",Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.69422528,-73.95608436,303,33,23500,3054997,3019140028,BK69
50007933,CARIDAD RESTAURANT,Bronx,1594,WESTCHESTER AVENUE,10472,9174737700,Latin American,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20,,,9/11/21,Cycle Inspection / Initial Inspection,40.82913997,-73.87577555,209,18,4800,2023991,2037430045,BX55
50036053,ASADERO LA FOGATA,Queens,10840,CORONA AVE,11368,3476146034,Latin American,9/9/21,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,35,,,9/11/21,Cycle Inspection / Initial Inspection,40.74253126,-73.85416592,404,21,43900,4047913,4019440205,QN25
50055183,SUBWAY,Bronx,507,EAST  161 STREET,10451,7184844778,Sandwiches,9/9/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.82305935,-73.91000354,203,17,14100,2116648,2023660037,BX35
50006420,TACOS TIJUANA,Brooklyn,5807,5 AVENUE,11220,7184924369,Tex-Mex,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31,,,9/11/21,Cycle Inspection / Initial Inspection,40.64050643,-74.01508313,307,38,10200,3016044,3008560006,BK34
50087359,EGYPT FETEER FACTORY,Queens,3091,STEINWAY ST,11103,6464270856,Middle Eastern,9/9/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,66,,,9/11/21,Cycle Inspection / Initial Inspection,40.76184268,-73.91664562,401,22,14900,4011227,4006800009,QN70
50049193,BAOBURG,Brooklyn,614,MANHATTAN AVENUE,11222,7183490011,Thai,9/9/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17,,,9/11/21,Cycle Inspection / Initial Inspection,40.72332581,-73.95052364,301,33,56900,3066764,3026800050,BK76
50074377,ZEST SUSHI,Manhattan,249,BROOME STREET,10002,9179152802,Japanese,9/9/21,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.71798374,-73.98981982,103,1,1800,1005275,1004080011,MN27
41617387,DUNKIN,Bronx,701,ALLERTON AVENUE,10467,7187084459,Donuts,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.86543503,-73.86720752,211,15,33800,2053550,2045090001,BX07
50073073,WILD GINGER VEGAN BJQ,Brooklyn,182,NORTH   10 STREET,11211,7182188828,Vegan,9/9/21,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,29,,,9/11/21,Cycle Inspection / Initial Inspection,40.71902944,-73.9552238,301,33,51700,3399887,3023050017,BK73
41510846,218 RESTAURANT,Manhattan,218220,GRAND STREET,,2122268039,Chinese,9/9/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,37,,,9/11/21,Cycle Inspection / Initial Inspection,0,0,,,,,1,
40842393,PETER DILLON'S BAR,Manhattan,130,EAST   40 STREET,10016,2122133998,Irish,9/9/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20,,,9/11/21,Cycle Inspection / Initial Inspection,40.75004343,-73.97674967,106,4,8000,1019487,1008950069,MN20
50080573,MIZU SUSHI,Brooklyn,311,BEDFORD AVENUE,11211,7187826666,Japanese,9/9/21,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.71335296,-73.96201274,301,34,55100,3321274,3024060001,BK73
50017266,ALL ABOUT INDIAN FOOD,Brooklyn,443,BUSHWICK AVENUE,11206,7183811333,Indian,9/9/21,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,83,,,9/11/21,Cycle Inspection / Initial Inspection,40.70223392,-73.93710845,301,34,48500,3071620,3031230005,BK78
50037534,DIDI DUMPLING,Manhattan,38,LEXINGTON AVENUE,10010,2124666618,Chinese,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.7400675,-73.98433852,105,2,6800,1018058,1008790063,MN21
50083790,METRO EATS,Brooklyn,292,ATLANTIC AVENUE,11201,3477254106,Sandwiches,9/9/21,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,30,,,9/11/21,Cycle Inspection / Initial Inspection,40.68847461,-73.98884716,302,33,4300,3335912,3001820001,BK38
50017266,ALL ABOUT INDIAN FOOD,Brooklyn,443,BUSHWICK AVENUE,11206,7183811333,Indian,9/9/21,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,83,,,9/11/21,Cycle Inspection / Initial Inspection,40.70223392,-73.93710845,301,34,48500,3071620,3031230005,BK78
40598933,MARIO'S PIZZERIA,Brooklyn,224,DEKALB AVENUE,11205,7182609520,Pizza,9/9/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,53,,,9/11/21,Cycle Inspection / Initial Inspection,40.68950338,-73.9704245,302,35,18100,3059083,3021040030,BK68
50073073,WILD GINGER VEGAN BJQ,Brooklyn,182,NORTH   10 STREET,11211,7182188828,Vegan,9/9/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,29,,,9/11/21,Cycle Inspection / Initial Inspection,40.71902944,-73.9552238,301,33,51700,3399887,3023050017,BK73
41617345,DUNKIN,Bronx,2400,WESTCHESTER AVENUE,10461,7182396958,Donuts,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,,,9/11/21,Cycle Inspection / Initial Inspection,40.83688873,-73.84653893,210,18,9600,2027235,2038460001,BX59
50068252,ICE CREAM HOUSE ON BEDFORD,Brooklyn,873,BEDFORD AVENUE,11205,3479922344,Frozen Desserts,9/9/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,29,,,9/11/21,Cycle Inspection / Initial Inspection,40.69392881,-73.95600161,303,33,24100,3048553,3017500011,BK75
50015385,PIZZA D'AMORE,Brooklyn,3003,AVENUE U,11229,9293339553,Pizza,9/9/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.60076582,-73.93884288,315,46,56800,3199145,3073380048,BK44
50073169,WHIT'S END,Queens,9702,ROCKAWAY BEACH BLVD,11693,7189454100,Pizza,9/9/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,38,,,9/11/21,Cycle Inspection / Initial Inspection,40.58488935,-73.81893767,414,32,94201,4448995,4161530091,QN10
41510846,218 RESTAURANT,Manhattan,218220,GRAND STREET,,2122268039,Chinese,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,37,,,9/11/21,Cycle Inspection / Initial Inspection,0,0,,,,,1,
50049193,BAOBURG,Brooklyn,614,MANHATTAN AVENUE,11222,7183490011,Thai,9/9/21,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,17,,,9/11/21,Cycle Inspection / Initial Inspection,40.72332581,-73.95052364,301,33,56900,3066764,3026800050,BK76
50085357,MEMO SHISH KEBAB,Manhattan,100,WEST   23 STREET,10011,2123812115,Turkish,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.74307389,-73.99323711,104,3,9100,1014803,1007980049,MN13
50085357,MEMO SHISH KEBAB,Manhattan,100,WEST   23 STREET,10011,2123812115,Turkish,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.74307389,-73.99323711,104,3,9100,1014803,1007980049,MN13
41337205,SUBWAY,Manhattan,37,7 AVENUE,10011,2126912929,Sandwiches,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,44,,,9/11/21,Cycle Inspection / Initial Inspection,40.73771082,-74.00028146,102,3,7100,1010598,1006080009,MN23
50001401,CERVECCERIA HAVEMEYER,Brooklyn,149,HAVEMEYER STREET,11211,7185995799,Spanish,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19,,,9/11/21,Cycle Inspection / Initial Inspection,40.71174017,-73.95743626,301,34,52300,3063031,3024090035,BK73
50087359,EGYPT FETEER FACTORY,Queens,3091,STEINWAY ST,11103,6464270856,Middle Eastern,9/9/21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,66,,,9/11/21,Cycle Inspection / Initial Inspection,40.76184268,-73.91664562,401,22,14900,4011227,4006800009,QN70
50093375,BURGER KING,Manhattan,146,DELANCEY STREET,10002,7187360999,Hamburgers,9/9/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.71802733,-73.98663805,103,1,1402,1004305,1003530075,MN28
50036924,ABUMI SUSHI,Manhattan,207,EAST   26 STREET,10010,2125328783,Japanese,9/9/21,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,52,,,9/11/21,Cycle Inspection / Initial Inspection,40.74055013,-73.98132517,106,2,6600,1019865,1009070101,MN20
50002504,CASELLA BAGEL COFFEE SHOP,Brooklyn,66,WILLOUGHBY STREET,11201,7185225641,American,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32,,,9/11/21,Cycle Inspection / Initial Inspection,40.69217152,-73.98605907,302,33,1100,3000408,3001520026,BK38
41692397,LA BELLA VITA,Manhattan,163,MULBERRY STREET,10013,2127758484,Italian,9/9/21,Violations were cited in the following area(s).,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,46,,,9/11/21,Cycle Inspection / Initial Inspection,40.71974629,-73.99714283,102,1,4100,1006969,1004710021,MN24
50058218,CHIPOTLE MEXICAN GRILL #2838,Bronx,260,EAST  161 STREET,10451,7186655238,Tex-Mex,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.82567891,-73.91881643,204,16,6100,2002457,2024430100,BX14
