CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50089754,PEACHES,Brooklyn,4213,CHURCH AVENUE,11203,3474637060,Caribbean,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.65138735,-73.93785931,317,41,87200,3109049,3048790136,BK91
50074002,GOLD GRILL PIZZERIA,Staten Island,819,FOREST AVENUE,10310,7186738341,Pizza,9/7/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.62893629,-74.11675683,501,49,12500,5005928,5002200062,SI22
50066307,ADELA'S CAFE,Queens,9401,37TH AVE,11372,9173964106,Spanish,9/7/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,,,9/11/21,Cycle Inspection / Initial Inspection,40.75093894,-73.87302373,403,21,27300,4036172,4014680049,QN28
50036795,EDWARD LUNCH RESTAURANT,Brooklyn,56,LORRAINE STREET,11231,7182608284,Latin American,9/7/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.67453695,-74.00744809,306,38,5300,3008668,3005800005,BK33
40423976,O.B'S BAKERY,Queens,165-76,BAISLEY BOULEVARD,11434,7189784247,Bakery Products/Desserts,9/7/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,35,,,9/11/21,Cycle Inspection / Initial Inspection,40.67939963,-73.7777918,412,28,33402,4436354,4124950002,QN02
41722813,PONCHE TAQUERIA,Manhattan,420,WEST   49 STREET,10019,2125811235,Mexican,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.76319277,-73.99024607,104,3,12700,1026614,1010580043,MN15
50075774,EL CAMPEON DE LOS POLLOS 2,Queens,10309,101ST AVE,11416,7184801552,Latin American,9/7/21,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,36,,,9/11/21,Cycle Inspection / Initial Inspection,40.68604381,-73.83974812,409,28,11600,4197732,4094050034,QN54
50075375,ATOMIC WINGS,Manhattan,2090,FREDERICK DOUGLASS BOULEVARD,,2126662904,Chicken,9/7/21,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,19,,,9/11/21,Cycle Inspection / Initial Inspection,0,0,,,,,1,
50039131,PRET A MANGER,Manhattan,787,SEVENTH AVENUE,10019,2122622328,Soups/Salads/Sandwiches,9/7/21,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,4,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.76194849,-73.9826223,105,4,13100,1023157,1010040020,MN17
50103204,WHIPPED URBAN DESSERT LAB,Manhattan,95,ORCHARD STREET,10002,9292669447,Frozen Desserts,9/7/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,32,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.71835705,-73.99012279,103,1,1800,1005475,1004140057,MN27
40760523,ROSA MEXICANO,Manhattan,61,COLUMBUS AVENUE,10023,2129777700,Mexican,9/7/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,9/11/21,Cycle Inspection / Initial Inspection,40.77119568,-73.9833275,107,3,14900,1027461,1011157502,MN14
50013970,CAFFE BENE,Manhattan,39,WEST   32 STREET,10001,6463209587,Coffee/Tea,9/7/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,7,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.74764608,-73.98665013,105,4,7600,1015844,1008340019,MN17
50066987,SUPREME DINER,Queens,8265,PARSONS BLVD,11432,7189699317,American,9/7/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,29,,,9/11/21,Cycle Inspection / Initial Inspection,40.71667624,-73.80804836,408,24,126700,4148528,4068590014,QN38
50063787,BEAN & BEAN,Manhattan,320,8 AVENUE,10001,6468692070,Coffee/Tea,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.74710062,-73.99715609,104,3,9100,1088709,1007757502,MN13
50063787,BEAN & BEAN,Manhattan,320,8 AVENUE,10001,6468692070,Coffee/Tea,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.74710062,-73.99715609,104,3,9100,1088709,1007757502,MN13
50006252,DIG INN SEASONAL MARKET,Manhattan,2884,BROADWAY,10025,2125457867,American,9/7/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,22,,,9/11/21,Cycle Inspection / Initial Inspection,40.80559995,-73.96564073,109,7,19900,1056989,1018840001,MN09
50073403,EL TEQUILAZO RESTAURANT & BAR,Queens,17237,HILLSIDE AVE,11432,6462584663,Mexican,9/7/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.71217419,-73.7889544,408,24,45800,4210593,4098440101,QN06
50066307,ADELA'S CAFE,Queens,9401,37TH AVE,11372,9173964106,Spanish,9/7/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,25,,,9/11/21,Cycle Inspection / Initial Inspection,40.75093894,-73.87302373,403,21,27300,4036172,4014680049,QN28
41361743,KING WOK,Bronx,725,ALLERTON AVENUE,10467,7182311000,Chinese,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.86545315,-73.86626746,211,15,33800,2053580,2045100001,BX07
50092510,PIECES BAR,Manhattan,8,CHRISTOPHER STREET,10014,2129299291,American,9/7/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.7339999,-74.00005412,102,3,7100,1010267,1005930012,MN23
50111889,FOUR SEASONS GOURMET,Brooklyn,3071,BRIGHTON    4 STREET,11235,7202299377,Middle Eastern,9/7/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,30,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.57764598,-73.96342936,313,48,36200,3244841,3086740074,BK19
50005874,KENNEDY FRIED CHICKEN,Brooklyn,783,HICKS STREET,11231,9293059882,Chicken,9/7/21,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.67615375,-74.00502199,306,38,5900,3332118,3005390001,BK33
50081351,PANDA EXPRESS #2845,Queens,16002,JAMAICA AVE,11432,7182973189,Chinese,9/7/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,25,,,9/11/21,Cycle Inspection / Initial Inspection,40.70377683,-73.79904371,412,27,44601,4215613,4101010001,QN61
50091970,HUDSON BAGEL,Manhattan,82,CHRISTOPHER STREET,10014,7188096990,Bagels/Pretzels,9/7/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,45,,,9/11/21,Cycle Inspection / Initial Inspection,40.73345912,-74.00376343,102,3,7300,1010197,1005910048,MN23
50072341,DELICIOUS HUANG BAKERY,Manhattan,139,HESTER STREET,10002,2129252471,Chinese,9/7/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.71705084,-73.99468993,103,1,1600,1003945,1003040035,MN27
50078435,SUBWAY,Staten Island,1351,FOREST AVENUE,10302,7187273555,Sandwiches,9/7/21,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,28,,,9/11/21,Cycle Inspection / Initial Inspection,40.62594977,-74.1344504,501,49,20100,5024915,5010520001,SI07
50111874,CUTLETS SANDWICH CO,Manhattan,213,WEST   35 STREET,10001,2125186091,Sandwiches,9/7/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,31,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.7519393,-73.99079633,105,3,10900,1014428,1007850029,MN17
50071963,PRET A MANGER,Manhattan,2955,BROADWAY,10025,6467280505,Soups/Salads/Sandwiches,9/7/21,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,9,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.80779801,-73.96405739,109,7,20500,1057380,1018960072,MN09
50061293,AL-NAIMAT,Queens,3703,74TH ST,11372,7184761100,Indian,9/7/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,55,,,9/11/21,Cycle Inspection / Initial Inspection,40.74859765,-73.89176306,403,25,28900,4029826,4012850033,QN28
50103204,WHIPPED URBAN DESSERT LAB,Manhattan,95,ORCHARD STREET,10002,9292669447,Frozen Desserts,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.71835705,-73.99012279,103,1,1800,1005475,1004140057,MN27
40392256,MCDONALD'S,Queens,40-18,MAIN STREET,11354,7189391881,Hamburgers,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.7591202,-73.82993379,407,20,87100,4114124,4050360041,QN22
41447862,KINGSBRIDGE COFFEE SHOP,Bronx,17,EAST KINGSBRIDGE ROAD,10468,3478797059,Sandwiches,9/7/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,8,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.86729352,-73.89694186,207,14,40304,2017484,2033170001,BX28
41502775,POPEYES,Queens,40-06,MAIN STREET,11354,7188865836,Chicken,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,9/11/21,Cycle Inspection / Initial Inspection,40.75935368,-73.8300487,407,20,87100,4114120,4050360037,QN22
50078435,SUBWAY,Staten Island,1351,FOREST AVENUE,10302,7187273555,Sandwiches,9/7/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,28,,,9/11/21,Cycle Inspection / Initial Inspection,40.62594977,-74.1344504,501,49,20100,5024915,5010520001,SI07
40854979,HYO DONG GAK,Manhattan,51,WEST   35 STREET,10001,2126957167,Korean,9/7/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.74984729,-73.98584484,105,4,8400,1015887,1008370012,MN17
50112595,WENDY'S,Manhattan,938,8 AVENUE,10019,2129774785,American,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,Z,9/7/21,9/11/21,Pre-permit (Operational) / Re-inspection,40.76572267,-73.98358519,105,3,13700,1024870,1010270004,MN17
40377560,HOT POT,Queens,22813,MERRICK BOULEVARD,11413,7185253201,Caribbean,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,,,9/11/21,Cycle Inspection / Initial Inspection,40.67662651,-73.74199059,413,31,63200,4445249,4129670019,QN66
50035589,DAE SONG CHINESE RESAURANT,Queens,4332,CORPORAL KENNEDY ST,11361,7182292279,Chinese,9/7/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,34,,,9/11/21,Cycle Inspection / Initial Inspection,40.76010557,-73.77422944,411,19,146700,4000000,4062790021,QN46
50001564,WAVE HILL,Bronx,675,WEST  252 STREET,10471,7185493200,American,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,39,,,9/11/21,Cycle Inspection / Initial Inspection,40.90012134,-73.91120105,208,11,30900,2101020,2059370440,BX22
50103204,WHIPPED URBAN DESSERT LAB,Manhattan,95,ORCHARD STREET,10002,9292669447,Frozen Desserts,9/7/21,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,32,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.71835705,-73.99012279,103,1,1800,1005475,1004140057,MN27
50100786,TASTY BAKERY,Brooklyn,4505,8 AVENUE,11220,6462627212,Bakery Products/Desserts,9/7/21,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,22,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.64380664,-74.00089365,312,38,9400,3011762,3007510009,BK34
40377560,HOT POT,Queens,22813,MERRICK BOULEVARD,11413,7185253201,Caribbean,9/7/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,22,,,9/11/21,Cycle Inspection / Initial Inspection,40.67662651,-73.74199059,413,31,63200,4445249,4129670019,QN66
50105170,LOCKE'S LOFT,Bronx,4513,MANHATTAN COLLEGE PARKWAY,10471,6155875580,American,9/7/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.88914875,-73.90204365,208,11,35100,2087584,2058030801,BX22
40854979,HYO DONG GAK,Manhattan,51,WEST   35 STREET,10001,2126957167,Korean,9/7/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.74984729,-73.98584484,105,4,8400,1015887,1008370012,MN17
50069636,NEW SUPER TASTE,Manhattan,26,ELDRIDGE STREET,10002,6462830999,Chinese,9/7/21,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,12,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.7151267,-73.99350329,103,1,1600,1003783,1002930010,MN27
50001564,WAVE HILL,Bronx,675,WEST  252 STREET,10471,7185493200,American,9/7/21,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,39,,,9/11/21,Cycle Inspection / Initial Inspection,40.90012134,-73.91120105,208,11,30900,2101020,2059370440,BX22
40545130,SPEEDY'S DELI,Manhattan,1271,BROADWAY,10001,2126838997,American,9/7/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.74828856,-73.98846537,105,3,7600,1015834,1008330078,MN17
50036795,EDWARD LUNCH RESTAURANT,Brooklyn,56,LORRAINE STREET,11231,7182608284,Latin American,9/7/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.67453695,-74.00744809,306,38,5300,3008668,3005800005,BK33
50036795,EDWARD LUNCH RESTAURANT,Brooklyn,56,LORRAINE STREET,11231,7182608284,Latin American,9/7/21,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.67453695,-74.00744809,306,38,5300,3008668,3005800005,BK33
50005874,KENNEDY FRIED CHICKEN,Brooklyn,783,HICKS STREET,11231,9293059882,Chicken,9/7/21,Violations were cited in the following area(s).,18G,"Manufacture of frozen dessert not authorized on Food Service Establishment permit. Milk or milk product undated, improperly dated or expired.",Not Critical,,,,9/11/21,Administrative Miscellaneous / Initial Inspection,40.67615375,-74.00502199,306,38,5900,3332118,3005390001,BK33
50111874,CUTLETS SANDWICH CO,Manhattan,213,WEST   35 STREET,10001,2125186091,Sandwiches,9/7/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,31,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.7519393,-73.99079633,105,3,10900,1014428,1007850029,MN17
50001430,FOO-HING KITCHEN,Bronx,2895,SEDGWICK AVENUE,10468,7188846267,Chinese,9/7/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,,9/11/21,Cycle Inspection / Initial Inspection,40.87494413,-73.90126191,208,14,27300,2015579,2032530250,BX28
50011814,HARLEM FOOD CT,Manhattan,66,WEST  116 STREET,10026,2127227300,American,9/7/21,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,34,Z,9/7/21,9/11/21,Cycle Inspection / Re-inspection,40.80166323,-73.94886508,110,9,19000,1051423,1015990068,MN11
50039131,PRET A MANGER,Manhattan,787,SEVENTH AVENUE,10019,2122622328,Soups/Salads/Sandwiches,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.76194849,-73.9826223,105,4,13100,1023157,1010040020,MN17
40545130,SPEEDY'S DELI,Manhattan,1271,BROADWAY,10001,2126838997,American,9/7/21,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,6,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.74828856,-73.98846537,105,3,7600,1015834,1008330078,MN17
50112010,PANDA ABC,Brooklyn,4621,AVENUE D,11203,7186293032,Chinese,9/7/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,38,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.64191234,-73.93294965,317,45,84000,3112290,3049630041,BK91
50017757,DUNKIN,Queens,25-17,PARSONS BOULEVARD,11354,7183538327,American,9/7/21,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.77615136,-73.82440561,407,20,104700,4108020,4047790009,QN51
50006252,DIG INN SEASONAL MARKET,Manhattan,2884,BROADWAY,10025,2125457867,American,9/7/21,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,22,,,9/11/21,Cycle Inspection / Initial Inspection,40.80559995,-73.96564073,109,7,19900,1056989,1018840001,MN09
41718170,THE OVAL SPORTS BAR & LOUNGE,Brooklyn,4201,CHURCH AVENUE,11203,3475334673,Caribbean,9/7/21,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,23,,,9/11/21,Cycle Inspection / Initial Inspection,40.65138464,-73.9379386,317,41,87200,3109036,3048790041,BK91
50066323,NEW CHINA GARDEN,Bronx,724,NEREID AVENUE,10466,7183246666,Chinese,9/7/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.89805292,-73.85329888,212,11,43400,2069898,2050470023,BX62
50074520,EL POLLO INKA PERU,Queens,8920,101ST AVE,11416,6466512258,Peruvian,9/7/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,30,,,9/11/21,Cycle Inspection / Initial Inspection,40.6828639,-73.85087526,409,32,4001,4189113,4090930010,QN53
50001856,DUNKIN,Manhattan,2103,FREDERICK DOUGLASS BOULEVARD,,2122806414,Donuts,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,0,0,,,,,1,
40392256,MCDONALD'S,Queens,40-18,MAIN STREET,11354,7189391881,Hamburgers,9/7/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.7591202,-73.82993379,407,20,87100,4114124,4050360041,QN22
50097280,PRINCE TEA HOUSE,Brooklyn,6122,7 AVENUE,11220,9293377150,Coffee/Tea,9/7/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.63607116,-74.01254922,307,38,11800,3143871,3057930047,BK34
41700207,IVY,Manhattan,944,8 AVENUE,10019,2124599444,American,9/7/21,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,13,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.7658846,-73.98346601,105,3,13700,1024887,1010270062,MN17
50079237,RAMEN SPOT,Brooklyn,760,MANHATTAN AVENUE,11222,6466781788,Asian/Asian Fusion,9/7/21,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,16,,,9/11/21,Cycle Inspection / Initial Inspection,40.72667798,-73.95243694,301,33,56100,3330096,3026200001,BK76
50097280,PRINCE TEA HOUSE,Brooklyn,6122,7 AVENUE,11220,9293377150,Coffee/Tea,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.63607116,-74.01254922,307,38,11800,3143871,3057930047,BK34
40392256,MCDONALD'S,Queens,40-18,MAIN STREET,11354,7189391881,Hamburgers,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.7591202,-73.82993379,407,20,87100,4114124,4050360041,QN22
50047486,BEYTI KEBAB,Brooklyn,414,BRIGHTON BEACH AVENUE,11235,7183327900,Turkish,9/7/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,28,,,9/11/21,Cycle Inspection / Initial Inspection,40.57724787,-73.963048,313,48,36002,3245088,3086880072,BK19
40423976,O.B'S BAKERY,Queens,165-76,BAISLEY BOULEVARD,11434,7189784247,Bakery Products/Desserts,9/7/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,35,,,9/11/21,Cycle Inspection / Initial Inspection,40.67939963,-73.7777918,412,28,33402,4436354,4124950002,QN02
50078435,SUBWAY,Staten Island,1351,FOREST AVENUE,10302,7187273555,Sandwiches,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28,,,9/11/21,Cycle Inspection / Initial Inspection,40.62594977,-74.1344504,501,49,20100,5024915,5010520001,SI07
50078435,SUBWAY,Staten Island,1351,FOREST AVENUE,10302,7187273555,Sandwiches,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28,,,9/11/21,Cycle Inspection / Initial Inspection,40.62594977,-74.1344504,501,49,20100,5024915,5010520001,SI07
