CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50037148,DUNKIN,Staten Island,585,VETERANS ROAD WEST,10309,7186733298,Donuts,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.54847748,-74.22130337,503,51,22600,5159203,5071030031,SI11
50071893,JOLLY TINKER,Bronx,2875,WEBSTER AVENUE,10458,3474498282,American,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.86733011,-73.88351357,207,11,41500,2016447,2032800065,BX05
50043350,HAPPY FORTUNE,Staten Island,1022,ROSSVILLE AVENUE,10309,7189841166,Chinese,9/8/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,31,,,9/11/21,Cycle Inspection / Initial Inspection,40.55212904,-74.21209266,503,51,20801,5110507,5070540518,SI32
50043350,HAPPY FORTUNE,Staten Island,1022,ROSSVILLE AVENUE,10309,7189841166,Chinese,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31,,,9/11/21,Cycle Inspection / Initial Inspection,40.55212904,-74.21209266,503,51,20801,5110507,5070540518,SI32
50001114,Pick-A-Bagel,Manhattan,1101,LEXINGTON AVENUE,10075,2125176590,Bagels/Pretzels,9/8/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,38,,,9/11/21,Cycle Inspection / Initial Inspection,40.77376441,-73.95975049,108,4,14000,1043195,1014120022,MN40
50043350,HAPPY FORTUNE,Staten Island,1022,ROSSVILLE AVENUE,10309,7189841166,Chinese,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31,,,9/11/21,Cycle Inspection / Initial Inspection,40.55212904,-74.21209266,503,51,20801,5110507,5070540518,SI32
50043350,HAPPY FORTUNE,Staten Island,1022,ROSSVILLE AVENUE,10309,7189841166,Chinese,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31,,,9/11/21,Cycle Inspection / Initial Inspection,40.55212904,-74.21209266,503,51,20801,5110507,5070540518,SI32
40720511,AMBROSINOS PIZZERIA,Staten Island,3161,AMBOY ROAD,10306,7189878800,Pizza,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.56365626,-74.13251781,503,51,14606,5107641,5044720001,SI54
50005543,LAS PALMAS RESTAURANT,Manhattan,3891,BROADWAY,10032,9175210349,Mexican,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.83753119,-73.94234676,112,7,24500,1063363,1021370080,MN36
50042550,GLOBAL KITCHEN,Manhattan,1290,AVE AMERICAS,,2125813200,American,9/8/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,21,,,9/11/21,Cycle Inspection / Initial Inspection,0,0,,,,,1,
50101991,GREAT WALL,Bronx,594,GRAND CONCOURSE,10451,7189935420,Chinese,9/8/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,39,,,9/11/21,Cycle Inspection / Initial Inspection,40.8197062,-73.92675784,204,17,6100,2002446,2024430040,BX14
50001114,Pick-A-Bagel,Manhattan,1101,LEXINGTON AVENUE,10075,2125176590,Bagels/Pretzels,9/8/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,38,,,9/11/21,Cycle Inspection / Initial Inspection,40.77376441,-73.95975049,108,4,14000,1043195,1014120022,MN40
50075195,CHAMPION PIZZA,Queens,3112,BROADWAY,11106,7184339949,Pizza,9/8/21,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,12,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.76187053,-73.92520087,401,22,5900,4008259,4006110038,QN70
50056201,TOSOCCHON,Queens,4530,BELL BLVD,11361,7182290777,Korean,9/8/21,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,50,,,9/11/21,Cycle Inspection / Initial Inspection,40.7593977,-73.768857,411,19,144700,4156901,4073140027,QN46
50070309,JOE COFFEE COMPANY,Brooklyn,102,HICKS STREET,11201,3474220304,Coffee/Tea,9/8/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,19,,,9/11/21,Cycle Inspection / Initial Inspection,40.69862793,-73.99425503,302,33,100,3001680,3002250020,BK09
50110049,JUNOON,Manhattan,19,WEST   24 STREET,10010,2124902100,Indian,9/8/21,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,29,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.74262626,-73.99009391,105,3,5800,1015598,1008260026,MN13
41063464,3 STAR JUICE CENTER,Brooklyn,482,UTICA AVENUE,11203,7184930099,"Juice, Smoothies, Fruit Salads",9/8/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.66193464,-73.93148048,309,41,88000,3099189,3045890095,BK60
50064195,THE DUMPLING HOUSE,Queens,8305,BROADWAY,11373,7186393996,Chinese,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.74099929,-73.87988121,404,25,47100,4039440,4015800012,QN29
50007046,FRENCH DINER,Manhattan,188,ORCHARD STREET,10002,2127771577,French,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.7220623,-73.98818853,103,1,3001,1005392,1004120009,MN27
50042550,GLOBAL KITCHEN,Manhattan,1290,AVE AMERICAS,,2125813200,American,9/8/21,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,21,,,9/11/21,Cycle Inspection / Initial Inspection,0,0,,,,,1,
50098235,DOUBLE TWISTER ICE CREAM AND COFFEE SHOP,Manhattan,1443,YORK AVENUE,10075,2039122204,Frozen Desserts,9/8/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,39,N,,9/11/21,Cycle Inspection / Initial Inspection,40.76980882,-73.95159732,108,5,13200,1045961,1014710026,MN31
41672278,GOLDEN STAR,Brooklyn,3719,CHURCH AVENUE,11203,7182825757,Chinese,9/8/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,10,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.6511263,-73.94256613,317,41,81600,3108817,3048740032,BK91
50101797,Dreamers Coffee,Manhattan,54,HENRY STREET,10002,3474815351,Coffee/Tea,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,9/8/21,9/11/21,Pre-permit (Operational) / Initial Inspection,40.71294195,-73.99523133,103,1,800,1003343,1002770031,MN27
40399581,PIO PIO,Queens,6230,WOODHAVEN BOULEVARD,11374,7184580606,Latin American,9/8/21,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,96,,,9/11/21,Cycle Inspection / Initial Inspection,40.7259583,-73.87011305,405,29,67900,4068650,4029740137,QN21
50059424,HALAL KITCHEN,Queens,71-12,GRAND AVENUE,11378,7182055360,Chinese,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.7278393,-73.89209637,405,30,49302,4062734,4027970022,QN30
50002097,PANINO RUSTICO,Brooklyn,8222,17 AVENUE,11214,7182366343,Italian,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.61070453,-74.002676,311,43,18200,3164236,3063060048,BK28
50105185,SALENTO COLOMBIAN CAFE & RESTAURANT,Manhattan,2112,AMSTERDAM AVENUE,10032,6467670680,Spanish,9/8/21,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,41,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.83764998,-73.93854117,112,7,24301,1062895,1021210035,MN36
50075191,EL MONUMENTO RESTAURANT BAR & LOUNGE,Brooklyn,1185,BROADWAY,11221,7184503380,Latin American,9/8/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,37,,,9/11/21,Cycle Inspection / Initial Inspection,40.6925144,-73.92734885,304,34,39500,3074307,3032630003,BK78
50075191,EL MONUMENTO RESTAURANT BAR & LOUNGE,Brooklyn,1185,BROADWAY,11221,7184503380,Latin American,9/8/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,37,,,9/11/21,Cycle Inspection / Initial Inspection,40.6925144,-73.92734885,304,34,39500,3074307,3032630003,BK78
41301737,ARMANDO'S PIZZA,Brooklyn,1413,ROCKAWAY PARKWAY,11236,7182579723,Pizza,9/8/21,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,16,,,9/11/21,Cycle Inspection / Initial Inspection,40.64551103,-73.90272704,318,42,97400,3229402,3081660016,BK50
41357264,DUNKIN,Queens,9637,QUEENS BOULEVARD,11374,7182752949,Donuts,9/8/21,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,46,,,9/11/21,Cycle Inspection / Initial Inspection,40.7298982,-73.86170932,406,29,71701,4050423,4020880018,QN18
41280104,NO 1 LUCK SUNG RESTAURANT,Bronx,694,EAST  187 STREET,10458,7189334420,Chinese,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32,,,9/11/21,Cycle Inspection / Initial Inspection,40.85416743,-73.88456333,206,15,39100,2012520,2030890035,BX06
50043011,THE BURGARY,Manhattan,67,CLINTON STREET,10002,9174953574,American,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.71937205,-73.98493143,103,1,3001,1004231,1003497502,MN27
50100706,BLUE BOTTLE COFFEE,Manhattan,1345,6 AVENUE,10105,5106533394,Coffee/Tea,9/8/21,Violations were cited in the following area(s).,05E,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,32,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.76259829,-73.97845996,105,4,13700,1083719,1010070029,MN17
50049940,HYLAN DINER,Staten Island,2561,HYLAN BOULEVARD,10306,7186689200,American,9/8/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24,,,9/11/21,Cycle Inspection / Initial Inspection,40.56911372,-74.11113403,502,50,13400,5104318,5042260044,SI45
50072916,SWEET STAR BAKERY,Brooklyn,8512,18 AVENUE,11214,3474206898,Bakery Products/Desserts,9/8/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,21,,,9/11/21,Cycle Inspection / Initial Inspection,40.60768527,-74.00212126,311,43,17800,3165743,3063430049,BK27
50058812,GIRASOLES MEXICAN CUISINE,Queens,18401,JAMAICA AVE,11423,7184874316,Mexican,9/8/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.70915757,-73.77587431,412,27,47000,4211977,4099050033,QN61
41357264,DUNKIN,Queens,9637,QUEENS BOULEVARD,11374,7182752949,Donuts,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,46,,,9/11/21,Cycle Inspection / Initial Inspection,40.7298982,-73.86170932,406,29,71701,4050423,4020880018,QN18
41319436,DUNKIN,Brooklyn,2092,ROCKAWAY PARKWAY,11236,7182515014,Donuts,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.63206713,-73.88778077,318,46,102800,3235273,3083310006,BK50
41319436,DUNKIN,Brooklyn,2092,ROCKAWAY PARKWAY,11236,7182515014,Donuts,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.63206713,-73.88778077,318,46,102800,3235273,3083310006,BK50
50107579,BURGERS TACOS WINGS & SEAFOOD,Queens,11046,MERRICK BLVD,11433,7182768330,Tex-Mex,9/8/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.69498419,-73.78191564,412,27,26400,4217106,4102007501,QN01
50107579,BURGERS TACOS WINGS & SEAFOOD,Queens,11046,MERRICK BLVD,11433,7182768330,Tex-Mex,9/8/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.69498419,-73.78191564,412,27,26400,4217106,4102007501,QN01
50040305,U-ME SUSHI,Queens,8509,JAMAICA AVE,11421,7188496868,Asian/Asian Fusion,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,48,,,9/11/21,Cycle Inspection / Initial Inspection,40.69253019,-73.85890589,409,32,1200,4181683,4088590027,QN53
41357264,DUNKIN,Queens,9637,QUEENS BOULEVARD,11374,7182752949,Donuts,9/8/21,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,46,,,9/11/21,Cycle Inspection / Initial Inspection,40.7298982,-73.86170932,406,29,71701,4050423,4020880018,QN18
50002632,O'NEILL'S,Queens,64-21,53 DRIVE,11378,7184570100,American,9/8/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,38,,,9/11/21,Cycle Inspection / Initial Inspection,40.72866792,-73.90089498,405,30,51500,4054719,4023740101,QN30
41679966,SUBWAY,Manhattan,3920,BROADWAY,10032,2127409180,Sandwiches,9/8/21,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,9/11/21,Administrative Miscellaneous / Initial Inspection,40.83852989,-73.94159418,112,7,24500,1062926,1021220069,MN36
50088606,LORENZO PIZZA,Staten Island,1910,HYLAN BOULEVARD,10305,7189482282,Pizza,9/8/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.58295271,-74.09625987,502,50,11201,5053087,5036580009,SI36
50097547,GRAND SAHARA MEDITERRANEAN GRILL,Staten Island,1828,HYLAN BOULEVARD,10305,7189801968,Turkish,9/8/21,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,12,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.58458757,-74.09419932,502,50,11201,5052957,5036520008,SI36
40525767,CAPRI II PIZZA,Bronx,149,DREISER LOOP,10475,7186713822,Pizza,9/8/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.87651579,-73.82991803,210,12,46201,2097469,2051410500,BX13
41708795,TEA CUP CAFE,Queens,76-23,WOODSIDE AVENUE,11373,7184262222,Coffee/Tea,9/8/21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.74344819,-73.88859931,404,25,26700,4037007,4014960037,QN29
41676393,JOHNNY'S PIZZA RESTAURANT,Bronx,535,EAST  180 STREET,10457,7183656565,Pizza,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,30,,,9/11/21,Cycle Inspection / Initial Inspection,40.85059448,-73.89382669,206,15,37504,2011850,2030620001,BX17
50058812,GIRASOLES MEXICAN CUISINE,Queens,18401,JAMAICA AVE,11423,7184874316,Mexican,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.70915757,-73.77587431,412,27,47000,4211977,4099050033,QN61
41063464,3 STAR JUICE CENTER,Brooklyn,482,UTICA AVENUE,11203,7184930099,"Juice, Smoothies, Fruit Salads",9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.66193464,-73.93148048,309,41,88000,3099189,3045890095,BK60
50072479,BURGER KING,Queens,19510,JAMAICA AVE,11423,7184137904,Hamburgers,9/8/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.71326526,-73.76564127,412,27,50000,4000000,4108230024,QN07
50088568,REALCARIBBEANPOT RESTAURANT & BAKERY,Brooklyn,3018,CHURCH AVENUE,11226,3474259260,Caribbean,9/8/21,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,26,,,9/11/21,Cycle Inspection / Initial Inspection,40.6508056,-73.94929828,317,40,82400,3109237,3048840009,BK95
50002632,O'NEILL'S,Queens,64-21,53 DRIVE,11378,7184570100,American,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,38,,,9/11/21,Cycle Inspection / Initial Inspection,40.72866792,-73.90089498,405,30,51500,4054719,4023740101,QN30
50033770,TASTY AND CO,Queens,9419,63RD DR,11374,7188972288,Chinese/Japanese,9/8/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.72883497,-73.86315475,406,29,69300,4072100,4030810124,QN18
41280104,NO 1 LUCK SUNG RESTAURANT,Bronx,694,EAST  187 STREET,10458,7189334420,Chinese,9/8/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,32,,,9/11/21,Cycle Inspection / Initial Inspection,40.85416743,-73.88456333,206,15,39100,2012520,2030890035,BX06
50070280,China One NY,Queens,10661,160TH ST,11433,7182628811,Chinese,9/8/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,28,,,9/11/21,Cycle Inspection / Initial Inspection,40.69784068,-73.79484946,412,28,25400,4215786,4101280050,QN01
41712295,BEN'S PIZZA AND RESTAURANT,Brooklyn,8125,3 AVENUE,11209,7187454243,Pizza,9/8/21,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.62685926,-74.02965931,310,43,4600,3151641,3059970001,BK31
50067224,GREEN LEAFS JUICE BAR,Queens,4151,49TH ST,11104,9173964276,"Juice, Smoothies, Fruit Salads",9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.74593579,-73.91528337,402,26,25301,4001144,4001340008,QN31
50110049,JUNOON,Manhattan,19,WEST   24 STREET,10010,2124902100,Indian,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.74262626,-73.99009391,105,3,5800,1015598,1008260026,MN13
50064199,YE MEI BAKERY,Queens,8126,BROADWAY,11373,7188988005,Bakery Products/Desserts,9/8/21,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.74321259,-73.88352932,404,25,48100,4038194,4015277502,QN29
41542651,EL GIRASOL BAKERY,Brooklyn,3362,FULTON STREET,11208,7186472098,Bakery Products/Desserts,9/8/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.683803,-73.87160166,305,37,118400,3092804,3041470036,BK83
41514631,PRONTO PIZZA,Brooklyn,139,COURT STREET,11201,7185222225,Pizza,9/8/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,36,,,9/11/21,Cycle Inspection / Initial Inspection,40.68953713,-73.99242042,302,33,4300,3335949,3002780020,BK38
50110049,JUNOON,Manhattan,19,WEST   24 STREET,10010,2124902100,Indian,9/8/21,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,29,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.74262626,-73.99009391,105,3,5800,1015598,1008260026,MN13
50064199,YE MEI BAKERY,Queens,8126,BROADWAY,11373,7188988005,Bakery Products/Desserts,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,,,9/11/21,Cycle Inspection / Initial Inspection,40.74321259,-73.88352932,404,25,48100,4038194,4015277502,QN29
50000083,KENNEDY FRIED CHICKEN,Bronx,2310,GRAND CONCOURSE,10458,7183294139,Chicken,9/8/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19,,,9/11/21,Cycle Inspection / Initial Inspection,40.85778275,-73.89972578,205,15,38301,2013734,2031590003,BX40
50011620,MARABELLAS PIZZERIA,Queens,41-07,GREENPOINT AVENUE,11104,7187864635,Pizza,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.74006802,-73.9238722,402,26,18502,4002638,4001960001,QN31
50002106,PYRAMIDS HOOKAH AND BAR,Queens,40-19,BELL BOULEVARD,11361,7187466524,American,9/8/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,9/8/21,9/11/21,Cycle Inspection / Re-inspection,40.76407402,-73.77121606,411,19,112300,4438269,4062880001,QN46
